name,price,depreciation,mileage,brand,carage,brand_encoded,price_scaled,mileage_scaled,depreciation_scaled,carage_scaled,Cluster_KMeans
Toyota Previa 2.4A (COE till 04/2029),49500.0,11190.0,165388.0,toyota,16.0,58,-0.3601190476190476,1.0947179487179488,-0.6038034865293186,2.0,2
Honda Civic 2.0M (COE till 10/2028),58800.0,14970.0,0.0,honda,16.0,21,-0.22172619047619047,-1.0256410256410255,-0.004754358161648178,2.0,3
BMW 5 Series 523i (COE till 10/2030),62800.0,10590.0,0.0,bmw,15.0,7,-0.16220238095238096,-1.0256410256410255,-0.6988906497622821,1.75,1
Hyundai Avante 1.6A GLS S,63888.0,11590.0,0.0,hyundai,6.0,23,-0.14601190476190476,-1.0256410256410255,-0.5404120443740095,-0.5,3
BMW 5 Series 523i (COE till 04/2031),78800.0,12280.0,0.0,bmw,14.0,7,0.07589285714285714,-1.0256410256410255,-0.43106180665610144,1.5,1
Hyundai Avante 1.6A S,90800.0,14290.0,69000.0,hyundai,5.0,23,0.2544642857142857,-0.14102564102564102,-0.11251980982567353,-0.75,3
Mitsubishi Outlander 2.0A,72800.0,16030.0,83000.0,mitsubishi,7.0,38,-0.013392857142857142,0.038461538461538464,0.16323296354992076,-0.25,0
Volkswagen Golf 1.4A (COE till 09/2026),19800.0,10750.0,134000.0,volkswagen,14.0,61,-0.8020833333333334,0.6923076923076923,-0.6735340729001584,1.5,2
Toyota Noah Hybrid 1.8A X,89300.0,20020.0,76000.0,toyota,7.0,58,0.23214285714285715,-0.05128205128205128,0.7955625990491284,-0.25,2
Volkswagen Golf GTI 5DR,95800.0,18720.0,62000.0,volkswagen,7.0,61,0.3288690476190476,-0.23076923076923078,0.589540412044374,-0.25,2
Hyundai Avante 1.6A GLS S,83500.0,13310.0,0.0,hyundai,5.0,23,0.14583333333333334,-1.0256410256410255,-0.26782884310618066,-0.75,3
Honda Shuttle Hybrid 1.5A G,49000.0,14750.0,0.0,honda,7.0,21,-0.36755952380952384,-1.0256410256410255,-0.039619651347068144,-0.25,3
Mitsubishi Outlander 2.0A,88800.0,15920.0,129000.0,mitsubishi,6.0,38,0.22470238095238096,0.6282051282051282,0.14580031695721077,-0.5,0
BMW 1 Series 116i M-Sport,124800.0,14430.0,44848.0,bmw,3.0,7,0.7604166666666666,-0.45066666666666666,-0.09033280507131537,-1.25,1
Kia Cerato K3 1.6A,48000.0,12760.0,89585.0,kia,7.0,28,-0.38244047619047616,0.12288461538461538,-0.3549920760697306,-0.25,3
Honda Odyssey 2.4A EXV-S Sunroof,118000.0,20060.0,80833.0,honda,6.0,21,0.6592261904761905,0.01067948717948718,0.8019017432646592,-0.5,3
Honda Fit 1.3A G F-Package,46802.0,12530.0,52000.0,honda,7.0,21,-0.4002678571428571,-0.358974358974359,-0.39144215530903326,-0.25,3
Honda Vezel 1.5A X,22800.0,17430.0,148000.0,honda,10.0,21,-0.7574404761904762,0.8717948717948718,0.38510301109350237,0.5,3
BMW 1 Series 118i 5DR (COE till 11/2031),76900.0,10970.0,0.0,bmw,13.0,7,0.047619047619047616,-1.0256410256410255,-0.6386687797147385,1.25,1
Jaguar E-PACE 2.0A Prestige,92800.0,18040.0,80000.0,jaguar,7.0,26,0.28422619047619047,0.0,0.48177496038034867,-0.25,3
BMW X1 sDrive18i xLine,139000.0,17960.0,71449.0,bmw,4.0,7,0.9717261904761905,-0.10962820512820513,0.46909667194928684,-1.0,1
Audi A5 Sportback Mild Hybrid 2.0A TFSI S-tronic,151800.0,21110.0,46368.0,audi,4.0,4,1.162202380952381,-0.4311794871794872,0.9683042789223455,-1.0,1
Audi Q2 1.0A TFSI S-tronic,59900.0,14010.0,110000.0,audi,7.0,4,-0.20535714285714285,0.38461538461538464,-0.15689381933438987,-0.25,1
Mercedes-Benz GLB-Class GLB180 Progressive,174800.0,21350.0,62760.0,mercedes-benz,3.0,35,1.5044642857142858,-0.221025641025641,1.006339144215531,-1.25,0
Nissan X-Trail 2.0A 7-Seater Sunroof,22800.0,17050.0,0.0,nissan,10.0,40,-0.7574404761904762,-1.0256410256410255,0.3248811410459588,0.5,0
Mitsubishi Outlander 2.0A Sunroof,69800.0,16600.0,69500.0,mitsubishi,7.0,38,-0.05803571428571429,-0.1346153846153846,0.25356576862123614,-0.25,0
Jeep Renegade Limited 1.4A,70800.0,14460.0,120000.0,jeep,7.0,27,-0.043154761904761904,0.5128205128205128,-0.08557844690966719,-0.25,3
Honda Odyssey 2.4A EXV-S Sunroof,78800.0,19420.0,71000.0,honda,7.0,21,0.07589285714285714,-0.11538461538461539,0.7004754358161648,-0.25,3
BMW X1 sDrive18i xLine,132000.0,17920.0,52000.0,bmw,5.0,7,0.8675595238095238,-0.358974358974359,0.46275752773375595,-0.75,1
Kia Cerato K3 1.6A,43800.0,11360.0,116752.0,kia,7.0,28,-0.44494047619047616,0.47117948717948716,-0.5768621236133122,-0.25,3
BMW 3 Series 320i Efficient Dynamics,24000.0,19870.0,83000.0,bmw,10.0,7,-0.7395833333333334,0.038461538461538464,0.7717908082408875,0.5,1
Citroen C4 1.2A PureTech,30800.0,10040.0,86000.0,citroen,8.0,12,-0.6383928571428571,0.07692307692307693,-0.786053882725832,0.0,1
BMW M140i 5DR,89888.0,26680.0,79888.0,bmw,8.0,7,0.24089285714285713,-0.001435897435897436,1.8510301109350238,0.0,1
Mazda 3 1.5A Sunroof,26600.0,9990.0,128073.0,mazda,9.0,34,-0.7008928571428571,0.6163205128205128,-0.7939778129952456,0.25,0
Toyota Corolla Altis 1.6A Elegance,98800.0,14220.0,29999.999999999993,toyota,4.0,58,0.37351190476190477,-0.6410256410256411,-0.12361331220285261,-1.0,2
Toyota Previa 2.4A Aeras Moonroof,126800.0,20720.0,55800.0,toyota,5.0,58,0.7901785714285714,-0.31025641025641026,0.9064976228209192,-0.75,2
Nissan X-Trail 2.0A 7-Seater Sunroof,32800.0,15390.0,91000.0,nissan,9.0,40,-0.6086309523809523,0.14102564102564102,0.061806656101426306,0.25,0
Peugeot 5008 Diesel 1.6A BlueHDi EAT6 Sunroof,39800.0,13920.0,86227.0,peugeot,8.0,44,-0.5044642857142857,0.07983333333333334,-0.17115689381933438,0.0,0
Audi A7 Sportback 2.8A FSI Quattro (COE till 12/2027),45800.0,14810.0,102888.0,audi,12.0,4,-0.41517857142857145,0.29343589743589743,-0.030110935023771792,1.0,1
Mercedes-Benz E-Class E200 (New 5-yr COE),87800.0,17550.0,100000.0,mercedes-benz,11.0,35,0.20982142857142858,0.2564102564102564,0.4041204437400951,0.75,0
Toyota Vellfire 2.5A X 8-Seater,151800.0,26120.0,56600.0,toyota,6.0,58,1.162202380952381,-0.3,1.7622820919175912,-0.5,2
Honda Civic 2.0A (COE till 03/2028),35800.0,10840.0,95300.0,honda,17.0,21,-0.5639880952380952,0.19615384615384615,-0.659270998415214,2.25,3
Mercedes-Benz GLC-Class GLC300 Coupe Mild Hybrid AMG Line,196300.0,26860.0,70000.0,mercedes-benz,5.0,35,1.8244047619047619,-0.1282051282051282,1.879556259904913,-0.75,0
BMW 3 Series Plug-in Hybrid 330e Luxury,179800.0,22430.0,11800.0,bmw,4.0,7,1.5788690476190477,-0.8743589743589744,1.1774960380348654,-1.0,1
Honda Vezel 1.5A S Honda Sensing,18600.0,12170.0,0.0,honda,10.0,21,-0.8199404761904762,-1.0256410256410255,-0.44849445324881143,0.5,3
Mercedes-Benz GLC-Class GLC300 Mild Hybrid AMG Line 4MATIC Premium Plus,212888.0,25040.0,34500.0,mercedes-benz,4.0,35,2.07125,-0.5833333333333334,1.5911251980982568,-1.0,0
Opel Mokka X Diesel 1.6A,34800.0,11230.0,0.0,opel,8.0,41,-0.5788690476190477,-1.0256410256410255,-0.5974643423137876,0.0,0
BMW 2 Series 218i Gran Coupe M-Sport,114288.0,16540.0,85000.0,bmw,5.0,7,0.6039880952380953,0.0641025641025641,0.24405705229793978,-0.75,1
Honda Fit 1.3A GF,60000.0,13110.0,64000.0,honda,6.0,21,-0.20386904761904762,-0.20512820512820512,-0.29952456418383516,-0.5,3
Hyundai Ioniq Hybrid 1.6A DCT Sunroof,36000.0,13410.0,135804.0,hyundai,8.0,23,-0.5610119047619048,0.7154358974358974,-0.2519809825673534,0.0,3
BMW 5 Series 520i M-Sport,118500.0,21250.0,120000.0,bmw,7.0,7,0.6666666666666666,0.5128205128205128,0.9904912836767037,-0.25,1
Honda Freed 1.5A G,86800.0,15190.0,61000.0,honda,6.0,21,0.1949404761904762,-0.24358974358974358,0.030110935023771792,-0.5,3
Volkswagen Tiguan 1.4A TSI Highline,74500.0,17090.0,77000.0,volkswagen,7.0,61,0.011904761904761904,-0.038461538461538464,0.3312202852614897,-0.25,2
Mitsubishi Outlander 2.0A,91800.0,15910.0,0.0,mitsubishi,6.0,38,0.2693452380952381,-1.0256410256410255,0.14421553090332806,-0.5,0
Kia Cerato 1.6A EX,64800.0,12930.0,124000.0,kia,6.0,28,-0.1324404761904762,0.5641025641025641,-0.32805071315372425,-0.5,3
Kia Cerato 1.6A LX,60800.0,13010.0,89000.0,kia,6.0,28,-0.19196428571428573,0.11538461538461539,-0.3153724247226624,-0.5,3
Mercedes-Benz B-Class B200 Style (New 10-yr COE),128900.0,12880.0,71000.0,mercedes-benz,10.0,35,0.8214285714285714,-0.11538461538461539,-0.3359746434231379,0.5,0
Mazda 5 2.0A Sunroof,48800.0,12410.0,84300.0,mazda,7.0,34,-0.3705357142857143,0.05512820512820513,-0.410459587955626,-0.25,0
Toyota Vellfire 2.5A Elegance Moonroof,185800.0,25050.0,85500.0,toyota,4.0,58,1.6681547619047619,0.07051282051282051,1.5927099841521395,-1.0,2
Lexus ES250 Luxury Sunroof,64500.0,20020.0,114000.0,lexus,9.0,30,-0.13690476190476192,0.4358974358974359,0.7955625990491284,0.25,0
Nissan Presage 2.5A (COE till 07/2030),51000.0,8990.0,0.0,nissan,15.0,40,-0.33779761904761907,-1.0256410256410255,-0.9524564183835182,1.75,0
BMW Z4 sDrive23i (COE till 08/2030),65000.0,11280.0,132000.0,bmw,15.0,7,-0.12946428571428573,0.6666666666666666,-0.589540412044374,1.75,1
Honda Vezel 1.5A G Honda Sensing,115000.0,15500.0,45000.0,honda,3.0,21,0.6145833333333334,-0.44871794871794873,0.07923930269413629,-1.25,3
Audi A3 Sedan 1.0A TFSI S-tronic,76800.0,15250.0,61000.0,audi,6.0,4,0.046130952380952384,-0.24358974358974358,0.039619651347068144,-0.5,1
Opel Crossland 1.2A X Turbo,65800.0,10260.0,0.0,opel,5.0,41,-0.11755952380952381,-1.0256410256410255,-0.751188589540412,-0.75,0
Mercedes-Benz E-Class E250,42800.0,17070.0,78000.0,mercedes-benz,10.0,35,-0.45982142857142855,-0.02564102564102564,0.32805071315372425,0.5,0
Mercedes-Benz A-Class A200 AMG Line Premium Plus,105000.0,18360.0,100000.0,mercedes-benz,6.0,35,0.46577380952380953,0.2564102564102564,0.5324881141045958,-0.5,0
Honda Mobilio 1.5A RS i-VTEC Luxe,25800.0,12270.0,100000.0,honda,9.0,21,-0.7127976190476191,0.2564102564102564,-0.4326465927099842,0.25,3
Honda Vezel Hybrid 1.5A X,33800.0,14530.0,101299.0,honda,8.0,21,-0.59375,0.2730641025641026,-0.07448494453248812,0.0,3
Audi A3 Sedan Mild Hybrid 1.5A TFSI,186800.0,18220.0,12100.0,audi,1.0,4,1.6830357142857142,-0.8705128205128205,0.5103011093502378,-1.75,1
Honda Jazz 1.3A,50800.0,13690.0,95628.0,honda,7.0,21,-0.34077380952380953,0.20035897435897435,-0.2076069730586371,-0.25,3
Toyota Vios 1.5A E,84500.0,13160.0,46000.0,toyota,5.0,58,0.16071428571428573,-0.4358974358974359,-0.29160063391442154,-0.75,2
BMW M3 Coupe (COE till 03/2030),98800.0,18490.0,180000.0,bmw,15.0,7,0.37351190476190477,1.2820512820512822,0.5530903328050714,1.75,1
Honda Stream 1.8A X (COE till 04/2029),43800.0,9900.0,0.0,honda,16.0,21,-0.44494047619047616,-1.0256410256410255,-0.8082408874801902,2.0,3
Honda Odyssey 2.4A EX-S 8-Seater,108888.0,19370.0,99000.0,honda,6.0,21,0.5236309523809524,0.24358974358974358,0.6925515055467512,-0.5,3
Mazda 5 2.0A Sunroof,26800.0,11770.0,125694.0,mazda,9.0,34,-0.6979166666666666,0.5858205128205128,-0.5118858954041204,0.25,0
Honda Civic 1.5A VTEC Turbo Sunroof,66888.0,14540.0,99000.0,honda,7.0,21,-0.10136904761904762,0.24358974358974358,-0.07290015847860538,-0.25,3
Tesla Model 3 Electric Standard Range Plus,148500.0,19010.0,45000.0,tesla,4.0,57,1.1130952380952381,-0.44871794871794873,0.6354992076069731,-1.0,2
Honda Stepwagon Hybrid Spada 2.0A e-HEV,192700.0,17960.0,28.0,honda,1.0,21,1.7708333333333333,-1.0252820512820513,0.46909667194928684,-1.75,3
Lexus ES250 Executive Sunroof,158888.0,21780.0,77000.0,lexus,4.0,30,1.2676785714285714,-0.038461538461538464,1.0744849445324882,-1.0,0
Tesla Model 3 Electric Standard Range,183500.0,24280.0,39000.0,tesla,4.0,57,1.6339285714285714,-0.5256410256410257,1.4706814580031695,-1.0,2
Mercedes-Benz A-Class A180 SE,189700.0,18390.0,238.0,mercedes-benz,1.0,35,1.7261904761904763,-1.0225897435897435,0.5372424722662441,-1.75,0
Toyota Noah Hybrid 1.8A X,195700.0,19620.0,28.0,toyota,1.0,58,1.8154761904761905,-1.0252820512820513,0.7321711568938193,-1.75,2
BMW M5 (COE till 06/2032),141896.0,18680.0,158427.0,bmw,13.0,7,1.0148214285714285,1.0054743589743589,0.5832012678288431,1.25,1
Volkswagen Sharan 2.0A TSI Panoramic Roof,61777.0,14700.0,0.0,volkswagen,8.0,61,-0.17742559523809523,-1.0256410256410255,-0.04754358161648178,0.0,2
Mercedes-Benz E-Class E200 Exclusive,73800.0,20860.0,0.0,mercedes-benz,9.0,35,0.001488095238095238,-1.0256410256410255,0.9286846275752774,0.25,0
Volkswagen Golf R 3DR Sunroof (COE till 06/2030),85800.0,15390.0,0.0,volkswagen,15.0,61,0.1800595238095238,-1.0256410256410255,0.061806656101426306,1.75,2
Honda Civic 1.6A VTi,83800.0,15690.0,88000.0,honda,6.0,21,0.15029761904761904,0.10256410256410256,0.10935023771790808,-0.5,3
BMW X3 xDrive30i Sunroof,99800.0,21330.0,127000.0,bmw,7.0,7,0.38839285714285715,0.6025641025641025,1.0031695721077654,-0.25,1
BMW 3 Series 335i Convertible (COE till 08/2030),85800.0,14890.0,153864.0,bmw,14.0,7,0.1800595238095238,0.946974358974359,-0.017432646592709985,1.5,1
Honda Jazz 1.5A L (COE till 10/2029),47777.0,9720.0,0.0,honda,16.0,21,-0.38575892857142857,-1.0256410256410255,-0.8367670364500792,2.0,3
Honda Airwave 1.5A M (COE till 03/2029),39800.0,9170.0,145000.0,honda,16.0,21,-0.5044642857142857,0.8333333333333334,-0.9239302694136292,2.0,3
Mercedes-Benz E-Class E200 Avantgarde Sunroof,101800.0,21220.0,89000.0,mercedes-benz,7.0,35,0.4181547619047619,0.11538461538461539,0.9857369255150554,-0.25,0
Honda Fit 1.3A GF,59800.0,13060.0,85000.0,honda,6.0,21,-0.20684523809523808,0.0641025641025641,-0.3074484944532488,-0.5,3
BYD Seal Electric Premium,180800.0,19720.0,18000.000000000007,byd,2.0,8,1.59375,-0.7948717948717948,0.7480190174326465,-1.5,1
Honda Odyssey 2.4A EXV-S Sunroof,34800.0,14480.0,0.0,honda,9.0,21,-0.5788690476190477,-1.0256410256410255,-0.08240887480190175,0.25,3
BMW 2 Series 216d Active Tourer,53777.0,12010.0,131000.0,bmw,7.0,7,-0.29647321428571427,0.6538461538461539,-0.47385103011093505,-0.25,1
Toyota Prius Hybrid 1.8A,110800.0,15770.0,41300.0,toyota,4.0,58,0.5520833333333334,-0.49615384615384617,0.12202852614896989,-1.0,2
MG HS 1.5A Turbo Panoramic Roof,104800.0,16090.0,60000.0,mg,5.0,36,0.46279761904761907,-0.2564102564102564,0.17274167987321712,-0.75,0
Honda Shuttle 1.5A G Honda Sensing,107800.0,13760.0,19800.0,honda,3.0,21,0.5074404761904762,-0.7717948717948718,-0.196513470681458,-1.25,3
Mazda CX-3 2.0A Standard,59888.0,12840.0,0.0,mazda,7.0,34,-0.2055357142857143,-1.0256410256410255,-0.34231378763866877,-0.25,0
Hyundai i30 1.4A T-GDi DCT Turbo,68800.0,14050.0,58000.0,hyundai,6.0,23,-0.07291666666666667,-0.28205128205128205,-0.15055467511885895,-0.5,3
Mazda CX-8 2.5A Luxury 7-Seater,166800.0,21700.0,18511.0,mazda,4.0,34,1.3854166666666667,-0.7883205128205129,1.0618066561014263,-1.0,0
Toyota Harrier Turbo 2.0A G Panoramic Roof,73800.0,19970.0,146000.0,toyota,8.0,58,0.001488095238095238,0.8461538461538461,0.7876386687797148,0.0,2
Volkswagen Tiguan 2.0A R-Line 380 TSI,101999.0,16890.0,60000.0,volkswagen,6.0,61,0.42111607142857144,-0.2564102564102564,0.29952456418383516,-0.5,2
Peugeot RCZ 1.6A Turbo (COE till 04/2032),100800.0,13570.0,166000.0,peugeot,13.0,44,0.40327380952380953,1.1025641025641026,-0.2266244057052298,1.25,0
Hyundai i30 1.4A T-GDi DCT Turbo,81800.0,13670.0,97000.0,hyundai,5.0,23,0.12053571428571429,0.21794871794871795,-0.21077654516640254,-0.75,3
Volvo S60 T4 R-Design,124800.0,17550.0,29932.0,volvo,5.0,62,0.7604166666666666,-0.6418974358974359,0.4041204437400951,-0.75,2
BMW M135i xDrive,246800.0,24720.0,18000.000000000007,bmw,2.0,7,2.575892857142857,-0.7948717948717948,1.5404120443740095,-1.5,1
Volkswagen Touran 1.4A TSI Comfortline Sunroof,93800.0,15670.0,96028.0,volkswagen,5.0,61,0.29910714285714285,0.20548717948717948,0.10618066561014262,-0.75,2
BMW X1 sDrive18i,98800.0,16820.0,74000.0,bmw,6.0,7,0.37351190476190477,-0.07692307692307693,0.2884310618066561,-0.5,1
BMW 4 Series 428i Convertible M-Sport (New 5-yr COE),94800.0,18950.0,77000.0,bmw,11.0,7,0.31398809523809523,-0.038461538461538464,0.6259904912836767,0.75,1
Toyota Prius Plus Hybrid 1.8A,76888.0,16300.0,75000.0,toyota,7.0,58,0.04744047619047619,-0.0641025641025641,0.20602218700475436,-0.25,2
Mercedes-Benz CLA-Class CLA180 AMG Line,92388.0,17950.0,93000.0,mercedes-benz,6.0,35,0.2780952380952381,0.16666666666666666,0.4675118858954041,-0.5,0
Lexus IS Turbo IS200t Executive,63777.0,17350.0,117000.0,lexus,8.0,30,-0.1476636904761905,0.47435897435897434,0.3724247226624406,0.0,0
Audi A3 Sedan 1.4A TFSI CoD S-tronic,70800.0,14740.0,82168.0,audi,7.0,4,-0.043154761904761904,0.027794871794871796,-0.04120443740095087,-0.25,1
Renault Scenic Diesel 1.5A dCi Sunroof,71800.0,11880.0,99522.0,renault,5.0,48,-0.028273809523809524,0.2502820512820513,-0.49445324881141045,-0.75,2
Audi TTS Coupe 2.0A TFSI Quattro S-tronic (COE till 09/2028),98888.0,25820.0,0.0,audi,17.0,4,0.3748214285714286,-1.0256410256410255,1.7147385103011092,2.25,1
Porsche Macan 2.0A PDK Panoramic Roof (New 10-yr COE),176000.0,17590.0,0.0,porsche,11.0,46,1.5223214285714286,-1.0256410256410255,0.410459587955626,0.75,0
Audi A5 Sportback 2.0A TFSI Quattro (COE till 04/2029),54800.0,12390.0,0.0,audi,15.0,4,-0.28125,-1.0256410256410255,-0.41362916006339145,1.75,1
Porsche Macan S 3.0A PDK (New 10-yr COE),186000.0,18590.0,148000.0,porsche,11.0,46,1.6711309523809523,0.8717948717948718,0.5689381933438986,0.75,0
BMW 5 Series 523i (COE till 08/2030),69900.0,12130.0,140500.0,bmw,15.0,7,-0.05654761904761905,0.7756410256410257,-0.4548335974643423,1.75,1
smart EQ Fortwo Cabriolet,145000.0,15600.0,1300.0,smart,1.0,53,1.0610119047619047,-1.008974358974359,0.09508716323296355,-1.75,2
Hyundai Elantra 1.6A GLS,59500.0,16490.0,210000.0,hyundai,7.0,23,-0.2113095238095238,1.6666666666666667,0.23613312202852615,-0.25,3
Toyota Harrier 2.0A Premium,44800.0,14980.0,81500.0,toyota,9.0,58,-0.43005952380952384,0.019230769230769232,-0.003169572107765452,0.25,2
BMW 4 Series 420i Gran Coupe M-Sport,61800.0,22440.0,108000.0,bmw,9.0,7,-0.17708333333333334,0.358974358974359,1.179080824088748,0.25,1
Toyota C-HR Hybrid 1.8A S,53800.0,13910.0,95100.0,toyota,7.0,58,-0.2961309523809524,0.1935897435897436,-0.17274167987321712,-0.25,2
Volkswagen New Beetle 1.6A (COE till 10/2028),43888.0,11170.0,144000.0,volkswagen,16.0,61,-0.4436309523809524,0.8205128205128205,-0.606973058637084,2.0,2
BMW 7 Series 730Li Sunroof,153777.0,23940.0,86000.0,bmw,7.0,7,1.1916220238095239,0.07692307692307693,1.4167987321711568,-0.25,1
Toyota Estima 2.4A Aeras Premium Moonroof,43777.0,16580.0,116000.0,toyota,9.0,58,-0.4452827380952381,0.46153846153846156,0.25039619651347067,0.25,2
Skoda Scala 1.5A TSI Monte Carlo (OPC),113800.0,14130.0,29000.0,skoda,3.0,52,0.5967261904761905,-0.6538461538461539,-0.13787638668779714,-1.25,2
BMW 3 Series 318i Highline Sportline,139888.0,18630.0,72000.0,bmw,4.0,7,0.9849404761904762,-0.10256410256410256,0.5752773375594294,-1.0,1
Mercedes-Benz A-Class Saloon A180 Progressive,126800.0,17560.0,65000.0,mercedes-benz,4.0,35,0.7901785714285714,-0.19230769230769232,0.40570522979397783,-1.0,0
Nissan X-Trail 2.0A Premium 7-Seater Sunroof,59777.0,14440.0,102000.0,nissan,7.0,40,-0.2071875,0.28205128205128205,-0.08874801901743265,-0.25,0
Volvo XC40 T4 R-Design,142800.0,19580.0,58328.0,volvo,4.0,62,1.0282738095238095,-0.27784615384615385,0.7258320126782885,-1.0,2
BMW X3 xDrive35i Sunroof (COE till 06/2031),108000.0,16380.0,135000.0,bmw,14.0,7,0.5104166666666666,0.7051282051282052,0.21870047543581617,1.5,1
Volvo XC60 T5 Momentum,147800.0,22180.0,72000.0,volvo,5.0,62,1.1026785714285714,-0.10256410256410256,1.1378763866877972,-0.75,2
Volkswagen Golf 1.4A TSI,38777.0,12530.0,110000.0,volkswagen,8.0,61,-0.5196875,0.38461538461538464,-0.39144215530903326,0.0,2
Mazda CX-5 2.0A,75777.0,14870.0,0.0,mazda,6.0,34,0.030907738095238096,-1.0256410256410255,-0.020602218700475437,-0.5,0
Toyota Sienta 1.5A Standard,59000.0,15520.0,105000.0,toyota,7.0,58,-0.21875,0.32051282051282054,0.08240887480190175,-0.25,2
BMW 2 Series 216i Gran Tourer Luxury,64888.0,15760.0,127613.0,bmw,8.0,7,-0.13113095238095238,0.610423076923077,0.12044374009508717,0.0,1
BMW 4 Series 420i Coupe M-Sport,224777.0,23040.0,24000.0,bmw,2.0,7,2.248169642857143,-0.717948717948718,1.2741679873217115,-1.5,1
Mercedes-Benz S-Class S320L Sunroof,165777.0,27130.0,0.0,mercedes-benz,7.0,35,1.3701934523809525,-1.0256410256410255,1.9223454833597464,-0.25,0
Mercedes-Benz E-Class E250 CGI (COE till 03/2030),67800.0,12800.0,120000.0,mercedes-benz,15.0,35,-0.08779761904761904,0.5128205128205128,-0.3486529318541997,1.75,0
MINI Cooper Countryman 1.5A,69588.0,17900.0,94650.0,mini,8.0,37,-0.06119047619047619,0.18782051282051282,0.4595879556259905,0.0,0
BMW 3 Series 316i M-Sport (COE till 05/2028),53000.0,15150.0,152000.0,bmw,12.0,7,-0.3080357142857143,0.9230769230769231,0.02377179080824089,1.0,1
MINI Cooper S Clubman 2.0A,91777.0,19180.0,92000.0,mini,7.0,37,0.2690029761904762,0.15384615384615385,0.6624405705229794,-0.25,0
Mercedes-Benz E-Class E250 Cabriolet CGI Avantgarde (COE till 07/2030),79500.0,14170.0,120000.0,mercedes-benz,15.0,35,0.08630952380952381,0.5128205128205128,-0.13153724247226625,1.75,0
BMW 2 Series 218i Active Tourer,65777.0,14060.0,112000.0,bmw,7.0,7,-0.11790178571428571,0.41025641025641024,-0.14896988906497624,-0.25,1
Volkswagen Golf 1.4A TSI Sunroof,16000.0,14430.0,90371.0,volkswagen,10.0,61,-0.8586309523809523,0.13296153846153846,-0.09033280507131537,0.5,2
Honda Shuttle 1.5A G,49800.0,12600.0,72500.0,honda,7.0,21,-0.3556547619047619,-0.09615384615384616,-0.3803486529318542,-0.25,3
Mercedes-Benz C-Class C180 Avantgarde,72800.0,20460.0,93000.0,mercedes-benz,8.0,35,-0.013392857142857142,0.16666666666666666,0.8652931854199684,0.0,0
Land Rover Discovery Sport 2.0A SE 7-Seater Sunroof,108388.0,22910.0,105000.0,land,7.0,29,0.5161904761904762,0.32051282051282054,1.253565768621236,-0.25,3
Toyota Sienta 1.5A Elegance,69800.0,12990.0,118000.0,toyota,6.0,58,-0.05803571428571429,0.48717948717948717,-0.3185419968304279,-0.5,2
Land Rover Range Rover Evoque Mild Hybrid 2.0A R-Dynamic SE Sunroof,159777.0,22500.0,47000.0,land,5.0,29,1.280907738095238,-0.4230769230769231,1.1885895404120443,-0.75,3
Kia Cerato K3 1.6A Sunroof,42000.0,11180.0,0.0,kia,8.0,28,-0.47172619047619047,-1.0256410256410255,-0.6053882725832013,0.0,3
Toyota Wish 1.8A,57588.0,13950.0,86000.0,toyota,7.0,58,-0.23976190476190476,0.07692307692307693,-0.1664025356576862,-0.25,2
Peugeot 308 SW 1.2A PureTech Allure Glass Roof,21777.0,10130.0,0.0,peugeot,9.0,44,-0.7726636904761904,-1.0256410256410255,-0.7717908082408875,0.25,0
Toyota Prius Hybrid 1.8A S,118800.0,16120.0,33100.0,toyota,4.0,58,0.6711309523809523,-0.6012820512820513,0.1774960380348653,-1.0,2
Honda Shuttle 1.5A G Honda Sensing,100800.0,14460.0,38353.0,honda,4.0,21,0.40327380952380953,-0.5339358974358974,-0.08557844690966719,-1.0,3
Toyota Estima 2.4A Aeras Sunroof,88800.0,22800.0,87360.0,toyota,8.0,58,0.22470238095238096,0.09435897435897436,1.236133122028526,0.0,2
Audi Q3 1.4A TFSI S-tronic,116999.0,17630.0,67000.0,audi,5.0,4,0.6443303571428571,-0.16666666666666666,0.41679873217115687,-0.75,1
Mazda 5 2.0A SP Sunroof (COE till 04/2028),44800.0,13080.0,118888.0,mazda,12.0,34,-0.43005952380952384,0.49856410256410255,-0.30427892234548337,1.0,0
Audi A3 Sportback Mild Hybrid 1.0A TFSI,163800.0,17840.0,12710.0,audi,2.0,4,1.3407738095238095,-0.8626923076923076,0.4500792393026941,-1.5,1
Honda Fit 1.5M RS Skyroof (COE till 04/2028),34800.0,10240.0,0.0,honda,17.0,21,-0.5788690476190477,-1.0256410256410255,-0.7543581616481775,2.25,3
Kia Cerato Forte 1.6A SX (COE till 03/2026),14600.0,10900.0,140000.0,kia,14.0,28,-0.8794642857142857,0.7692307692307693,-0.6497622820919176,1.5,3
Mercedes-Benz E-Class E250 CGI Cabriolet (COE till 07/2031),91888.0,13790.0,199000.0,mercedes-benz,14.0,35,0.2706547619047619,1.5256410256410255,-0.19175911251980982,1.5,0
Porsche Cayenne 3.6A Tip Sunroof (New 10-yr COE),268000.0,26790.0,118800.0,porsche,10.0,46,2.8913690476190474,0.49743589743589745,1.8684627575277337,0.5,0
Mercedes-Benz CLA-Class CLA180 AMG Line (New 5-yr COE),73800.0,14750.0,111890.0,mercedes-benz,11.0,35,0.001488095238095238,0.40884615384615386,-0.039619651347068144,0.75,0
