name,price,depreciation,registration_date,mileage,owners,listing_url,brand
BMW 3 Series 318i M-Sport Shadow Edition,82500,16120.0,23-Aug-2018,96305,3.0,https://www.sgcarmart.com/used_cars/info.php?ID=1336063&DL=3597&utm_content=SLeligible,bmw
Toyota Raize 1.0A XS,96000,13490.0,01-Nov-2021,20876,2.0,https://www.sgcarmart.com/used_cars/info.php?ID=1336062&DL=3597&utm_content=SLeligible,toyota
MG 4 Electric Trophy Sport LR,138000,14820.0,19-Mar-2024,11498,1.0,https://www.sgcarmart.com/used_cars/info.php?ID=1336055&DL=3597&utm_content=SLeligible,mg
Mercedes-Benz C-Class C180 AMG Line (New 10-yr COE),136800,13670.0,09-Oct-2014,151000,2.0,https://www.sgcarmart.com/used_cars/info.php?ID=1336049&DL=3175&utm_content=SLeligible,mercedes-benz
Honda Civic Type-R 2.0M (COE till 09/2028),109800,28980.0,11-Sep-2008,0,5.0,https://www.sgcarmart.com/used_cars/info.php?ID=1336009&DL=4717&utm_content=SLeligible,honda
Toyota Supra 2.0A SZ-R,210888,29340.0,22-Dec-2020,32000,3.0,https://www.sgcarmart.com/used_cars/info.php?ID=1335983&DL=3547&utm_content=SLeligible,toyota
Suzuki Swift 1.5M (COE till 09/2028),42800,11250.0,17-Sep-2008,0,6.0,https://www.sgcarmart.com/used_cars/info.php?ID=1335981&DL=4405&utm_content=SLeligible,suzuki
Mercedes-Benz Maybach GLS-Class GLS600 Mild Hybrid 4MATIC First Class,860000,76750.0,17-Oct-2022,16100,1.0,https://www.sgcarmart.com/used_cars/info.php?ID=1335967&DL=4337&utm_content=SLeligible,mercedes-benz
BMW 1 Series 1M Coupe (COE till 12/2030),190888,31310.0,27-May-2011,83888,3.0,https://www.sgcarmart.com/used_cars/info.php?ID=1335957&DL=4014&utm_content=SLeligible,bmw
Mazda 3 Mild Hybrid 1.5A Astina,155888,14880.0,11-Sep-2024,30,1.0,https://www.sgcarmart.com/used_cars/info.php?ID=1335918&DL=3163&utm_content=SLeligible,mazda
Mercedes-Benz E-Class E250 CGI (COE till 04/2031),89800,13980.0,04-May-2011,105800,6.0,https://www.sgcarmart.com/used_cars/info.php?ID=1335877&DL=3758&utm_content=SLeligible,mercedes-benz
Mercedes-Benz C-Class C180 Avantgarde,92000,20620.0,19-Apr-2018,101000,2.0,https://www.sgcarmart.com/used_cars/info.php?ID=1335874&DL=3401&utm_content=SLeligible,mercedes-benz
Porsche Panamera 3.6A PDK (COE till 08/2030),94888,16470.0,01-Apr-2011,143000,6.0,https://www.sgcarmart.com/used_cars/info.php?ID=1335868&DL=4354&utm_content=SLeligible,porsche
BMW 3 Series 316i (COE till 03/2033),97000,11620.0,07-May-2013,109000,4.0,https://www.sgcarmart.com/used_cars/info.php?ID=1335855&DL=4427&utm_content=SLeligible,bmw
Hyundai Venue 1.6A GLS S,87800,13810.0,25-Aug-2020,52000,1.0,https://www.sgcarmart.com/used_cars/info.php?ID=1335832&DL=3359&utm_content=SLeligible,hyundai
Porsche Macan 2.0A (New 10-yr COE),189888,18980.0,13-Apr-2015,78000,5.0,https://www.sgcarmart.com/used_cars/info.php?ID=1335812&DL=4460&utm_content=SLeligible,porsche
Porsche Cayman 2.7A (COE till 01/2029),98800,23790.0,22-Jan-2009,151000,6.0,https://www.sgcarmart.com/used_cars/info.php?ID=1335790&DL=4364&utm_content=SLeligible,porsche
Subaru Impreza WRX 2.0A (COE till 10/2027),53777,18870.0,04-Oct-2007,186777,6.0,https://www.sgcarmart.com/used_cars/info.php?ID=1335789&DL=3915&utm_content=SLeligible,subaru
BMW 2 Series 216i Gran Tourer,53800,13310.0,27-Sep-2017,170000,3.0,https://www.sgcarmart.com/used_cars/info.php?ID=1335783&DL=4364&utm_content=SLeligible,bmw
Tesla Model 3 Electric Standard Range,135800,17120.0,26-Nov-2021,42000,1.0,https://www.sgcarmart.com/used_cars/info.php?ID=1335739&DL=3381&utm_content=SLeligible,tesla
Nissan Qashqai 1.2A DIG-T,51300,12020.0,26-Apr-2018,64989,3.0,https://www.sgcarmart.com/used_cars/info.php?ID=1335720&DL=3597&utm_content=SLeligible,nissan
Audi Q2 1.0A TFSI S-tronic,45800,13820.0,21-Jul-2017,91000,2.0,https://www.sgcarmart.com/used_cars/info.php?ID=1335611&DL=3359&utm_content=SLeligible,audi
Mazda 6 2.0A,23500,13040.0,30-Nov-2015,0,2.0,https://www.sgcarmart.com/used_cars/info.php?ID=1335610&DL=4405,mazda
Audi SQ5 Sportback 3.0A TFSI Quattro Tip Panoramic Roof,318800,30240.0,17-May-2023,32790,2.0,https://www.sgcarmart.com/used_cars/info.php?ID=1335068&DL=3350&utm_content=SLeligible,audi
Subaru Impreza 4D 2.0i-S EyeSight,59800,13530.0,12-Oct-2018,44800,1.0,https://www.sgcarmart.com/used_cars/info.php?ID=1330773&DL=4454&utm_content=SLeligible,subaru
Volkswagen Golf R 5DR (New 10-yr COE),148888,14880.0,12-Dec-2014,98888,3.0,https://www.sgcarmart.com/used_cars/info.php?ID=1329250&DL=1000&utm_content=SLeligible,volkswagen
Toyota Camry 2.0A (COE till 05/2026),18500,12280.0,12-Sep-2006,235000,4.0,https://www.sgcarmart.com/used_cars/info.php?ID=1329094&DL=1000,toyota
MINI John Cooper Works GP 2.0A,180800,23040.0,30-Jun-2021,1000,1.0,https://www.sgcarmart.com/used_cars/info.php?ID=1318915&DL=4073&utm_content=SLeligible,mini
Audi A3 2.0A TFSI Quattro (COE till 03/2029),54888,12640.0,21-Apr-2009,0,6.0,https://www.sgcarmart.com/used_cars/info.php?ID=1316091&DL=3846&utm_content=SLeligible,audi
BMW X3 sDrive20i,126000,20250.0,29-Oct-2019,80808,2.0,https://www.sgcarmart.com/used_cars/info.php?ID=1316075&DL=3597&utm_content=SLeligible,bmw
Toyota Estima 2.4A (COE till 10/2029),70000,14200.0,11-Nov-2009,181000,4.0,https://www.sgcarmart.com/used_cars/info.php?ID=1315983&DL=3665&utm_content=SLeligible,toyota
BMW X3 xDrive28i Sunroof (COE till 11/2031),123888,17670.0,25-Jul-2012,161547,3.0,https://www.sgcarmart.com/used_cars/info.php?ID=1315969&DL=3597&utm_content=SLeligible,bmw
Mitsubishi Evolution 9 GT (New 10-yr COE),224888,22480.0,27-Jun-2005,0,6.0,https://www.sgcarmart.com/used_cars/info.php?ID=1315966&DL=3846&utm_content=SLeligible,mitsubishi
Bentley Bentayga 4.0A V8,680000,79580.0,28-Apr-2021,47000,2.0,https://www.sgcarmart.com/used_cars/info.php?ID=1315917&DL=4405&utm_content=SLeligible,bentley
Land Rover Range Rover 5.0A V8 Supercharged SV Autobiography LWB,628000,80350.0,08-May-2020,13000,1.0,https://www.sgcarmart.com/used_cars/info.php?ID=1315850&DL=2387&utm_content=SLeligible,land
Renault Clio RS (New 10-yr COE),145888,14580.0,12-Feb-2015,126888,3.0,https://www.sgcarmart.com/used_cars/info.php?ID=1315832&DL=4014&utm_content=SLeligible,renault
Mitsubishi Evolution 10 GSR SST (COE till 12/2028),99777,24840.0,03-Dec-2008,0,4.0,https://www.sgcarmart.com/used_cars/info.php?ID=1315823&DL=3915&utm_content=SLeligible,mitsubishi
Renault Grand Scenic Diesel 1.5A dCi BOSE Edition Sunroof,84888,15050.0,28-Nov-2019,75674,2.0,https://www.sgcarmart.com/used_cars/info.php?ID=1310255&DL=4664&utm_content=SLeligible,renault
Mercedes-Benz GLA-Class GLA35 AMG 4MATIC,198000,27580.0,02-Feb-2021,29800,1.0,https://www.sgcarmart.com/used_cars/info.php?ID=1309272&DL=1000&utm_content=SLeligible,mercedes-benz
Citroen C4 Cactus 1.2A PureTech,13888,17040.0,30-Jul-2015,137000,5.0,https://www.sgcarmart.com/used_cars/info.php?ID=1308642&DL=4074,citroen
Honda Civic 1.6A VTi,56998,13820.0,26-Apr-2018,107110,2.0,https://www.sgcarmart.com/used_cars/info.php?ID=1306861&DL=3382&utm_content=SLeligible,honda
Tesla Model 3 Electric Performance AWD,147998,17550.0,20-Sep-2021,17474,1.0,https://www.sgcarmart.com/used_cars/info.php?ID=1304841&DL=3382&utm_content=SLeligible,tesla
Maserati Ghibli 3.0A,133888,25730.0,28-Dec-2017,80000,3.0,https://www.sgcarmart.com/used_cars/info.php?ID=1298673&DL=2604&utm_content=SLeligible,maserati
MINI Cooper S 1.6A Sunroof (COE till 09/2030),65000,11220.0,13-Sep-2010,150000,5.0,https://www.sgcarmart.com/used_cars/info.php?ID=1295457&DL=3175&utm_content=SLeligible,mini
Mercedes-Benz S-Class S400L,98777,51180.0,29-May-2015,0,4.0,https://www.sgcarmart.com/used_cars/info.php?ID=1295426&DL=3915,mercedes-benz
Subaru XV 1.6i-S,32800,19210.0,21-Mar-2016,88000,2.0,https://www.sgcarmart.com/used_cars/info.php?ID=1295345&DL=4436&utm_content=SLeligible,subaru
Porsche 911 Carrera Coupe 3.4A PDK (COE till 04/2032),275800,37130.0,11-May-2012,0,2.0,https://www.sgcarmart.com/used_cars/info.php?ID=1295273&DL=4038&utm_content=SLeligible,porsche
Porsche Cayman 2.7A Tip (COE till 11/2027),65888,22270.0,13-Nov-2007,0,6.0,https://www.sgcarmart.com/used_cars/info.php?ID=1291129&DL=4189&utm_content=SLeligible,porsche
BMW 3 Series 320i Efficient Dynamics,33800,40260.0,28-May-2015,133000,4.0,https://www.sgcarmart.com/used_cars/info.php?ID=1288143&DL=1000,bmw
Mitsubishi Lancer 1.6M GLX (COE till 12/2028),53800,13140.0,02-Jan-2009,0,3.0,https://www.sgcarmart.com/used_cars/info.php?ID=1280859&DL=4574&utm_content=SLeligible,mitsubishi
Audi A5 Coupe 2.0A TFSI Quattro (COE till 04/2031),87800,13670.0,20-Jul-2011,145773,6.0,https://www.sgcarmart.com/used_cars/info.php?ID=1279608&DL=4454&utm_content=SLeligible,audi
Mitsubishi Evolution 10 GSR SST (COE till 08/2028),108000,28960.0,20-Aug-2008,0,6.0,https://www.sgcarmart.com/used_cars/info.php?ID=1274503&DL=4554&utm_content=SLeligible,mitsubishi
Mercedes-Benz A-Class A200 AMG Line (COE till 11/2031),116800,16660.0,12-Mar-2013,162000,5.0,https://www.sgcarmart.com/used_cars/info.php?ID=1274491&DL=3794&utm_content=SLeligible,mercedes-benz
Nissan GTR 3.8A (COE till 08/2028),238000,63270.0,12-Sep-2008,103000,6.0,https://www.sgcarmart.com/used_cars/info.php?ID=1266645&DL=3875&utm_content=SLeligible,nissan
Daihatsu Copen (COE till 08/2030),58800,10210.0,27-Sep-2010,118800,4.0,https://www.sgcarmart.com/used_cars/info.php?ID=1265475&DL=4412&utm_content=SLeligible,daihatsu
Audi A3 Sedan 1.4A TFSI Ambiente,17800,19970.0,29-May-2015,157000,3.0,https://www.sgcarmart.com/used_cars/info.php?ID=1241002&DL=3175,audi
Volkswagen Golf Cabriolet 1.4A TSI (COE till 10/2031),71800,10360.0,03-Feb-2012,21788,5.0,https://www.sgcarmart.com/used_cars/info.php?ID=1213286&DL=4454&utm_content=SLeligible,volkswagen
Porsche 911 Turbo Tip (COE till 05/2032),208800,27790.0,07-Aug-2002,0,6.0,https://www.sgcarmart.com/used_cars/info.php?ID=1205902&DL=3175,porsche
BMW 1 Series 116i M-Sport,159800,16170.0,11-Aug-2023,17390,1.0,https://www.sgcarmart.com/used_cars/info.php?ID=1347291&DL=2351,bmw
BMW 2 Series 218i Gran Tourer Luxury,160800,17790.0,25-Aug-2022,53400,1.0,https://www.sgcarmart.com/used_cars/info.php?ID=1341911&DL=2351,bmw
BMW 1 Series 116i M-Sport,157800,16150.0,03-Jul-2023,18058,1.0,https://www.sgcarmart.com/used_cars/info.php?ID=1333400&DL=2351,bmw
Nissan Pulsar 1.2A DIG-T Premium,36388,11750.0,07-Sep-2017,81000,2.0,https://www.sgcarmart.com/used_cars/info.php?ID=1350997&DL=4031,nissan
Audi Q5 2.0A TFSI Quattro,52500,16630.0,30-Sep-2016,72000,2.0,https://www.sgcarmart.com/used_cars/info.php?ID=1353723&DL=4363,audi
Volvo XC60 T5 2.0A,43800,12910.0,26-Aug-2016,96226,3.0,https://www.sgcarmart.com/used_cars/info.php?ID=1353715&DL=4413,volvo
Kia Cerato 1.6A GT Line Sunroof,71800,13670.0,19-Jun-2019,64000,1.0,https://www.sgcarmart.com/used_cars/info.php?ID=1353714&DL=4721,kia
Honda Vezel 1.5A G,140888,13490.0,29-Aug-2024,5000,1.0,https://www.sgcarmart.com/used_cars/info.php?ID=1353713&DL=4323,honda
Honda Freed Hybrid 1.5A G 7-Seater Honda Sensing,158888,15390.0,24-Sep-2024,5000,1.0,https://www.sgcarmart.com/used_cars/info.php?ID=1353712&DL=4323,honda
Infiniti Q50 2.0A T,43800,13220.0,20-Oct-2016,120000,1.0,https://www.sgcarmart.com/used_cars/info.php?ID=1353033&DL=2171,infiniti
Toyota Noah 2.0A X,175800,19110.0,11-Apr-2023,5122,1.0,https://www.sgcarmart.com/used_cars/info.php?ID=1284295&DL=1155&utm_content=SLeligible,toyota
Peugeot 2008 Active Puretech 1.2A Sunroof,37800,10410.0,08-Feb-2018,130000,1.0,https://www.sgcarmart.com/used_cars/info.php?ID=1348758&DL=1240,peugeot
Mercedes-Benz GLA-Class GLA200 AMG Line,86888,19290.0,11-May-2018,89000,1.0,https://www.sgcarmart.com/used_cars/info.php?ID=1346765&DL=3451&utm_content=SLeligible,mercedes-benz
Toyota Corolla Altis 1.6A Elegance,23800,14770.0,09-Nov-2015,163000,2.0,https://www.sgcarmart.com/used_cars/info.php?ID=1345669&DL=1028,toyota
Honda Vezel Hybrid 1.5A X Brilliant Style,51800,12850.0,04-Apr-2018,92512,4.0,https://www.sgcarmart.com/used_cars/info.php?ID=1343450&DL=4398&utm_content=SLeligible,honda
Honda HR-V 1.5A LX,74800,13200.0,03-Sep-2019,93000,2.0,https://www.sgcarmart.com/used_cars/info.php?ID=1341464&DL=2397&utm_content=SLeligible,honda
BMW 2 Series 216i Gran Tourer,70888,14060.0,18-Sep-2018,85000,1.0,https://www.sgcarmart.com/used_cars/info.php?ID=1337625&DL=3451&utm_content=SLeligible,bmw
Mitsubishi Space Star 1.2A,38888,10750.0,16-Apr-2018,82000,2.0,https://www.sgcarmart.com/used_cars/info.php?ID=1320520&DL=1351&utm_content=SLeligible,mitsubishi
Honda Jazz 1.3A (New 5-yr COE),59800,11950.0,23-Dec-2014,0,1.0,https://www.sgcarmart.com/used_cars/info.php?ID=1313843&DL=1103&utm_content=SLeligible,honda
Mercedes-Benz GLA-Class GLA200 SE,76800,19680.0,29-Nov-2017,108584,1.0,https://www.sgcarmart.com/used_cars/info.php?ID=1260599&DL=1094&utm_content=SLeligible,mercedes-benz
Honda Vezel 1.5A X,19800,15470.0,19-Nov-2015,89000,2.0,https://www.sgcarmart.com/used_cars/info.php?ID=1349070&DL=1028,honda
Toyota Sienta 1.5A Elegance,56800,14320.0,26-Mar-2018,85374,1.0,https://www.sgcarmart.com/used_cars/info.php?ID=1348405&DL=1351&utm_content=SLeligible,toyota
Honda Jazz 1.3A,57888,11930.0,08-Jul-2019,129000,1.0,https://www.sgcarmart.com/used_cars/info.php?ID=1343930&DL=1351&utm_content=SLeligible,honda
Volkswagen Sharan 2.0A TSI Panoramic Roof,58800,16500.0,28-Mar-2017,130000,1.0,https://www.sgcarmart.com/used_cars/info.php?ID=1339692&DL=2339&utm_content=SLeligible,volkswagen
Audi Q7 2.0A TFSI Quattro Tip 7-Seater,107800,25730.0,25-Jul-2017,87500,2.0,https://www.sgcarmart.com/used_cars/info.php?ID=1337898&DL=2175&utm_content=SLeligible,audi
Toyota Sienta 1.5A X (OPC),77000,12350.0,11-Aug-2020,61000,1.0,https://www.sgcarmart.com/used_cars/info.php?ID=1328507&DL=3518&utm_content=SLeligible,toyota
Toyota Alphard Hybrid 2.5A SR C-Package Moonroof,259800,,16-Nov-2022,18457,1.0,https://www.sgcarmart.com/used_cars/info.php?ID=1322807&DL=3142&utm_content=SLeligible,toyota
Renault Grand Scenic Diesel 1.5A dCi Moonroof,78800,13060.0,06-Apr-2020,105400,1.0,https://www.sgcarmart.com/used_cars/info.php?ID=1316701&DL=1360&utm_content=SLeligible,renault
Honda Vezel 1.5A X Honda Sensing (New 5-yr COE),67800,13550.0,06-Feb-2015,0,2.0,https://www.sgcarmart.com/used_cars/info.php?ID=1303713&DL=1103&utm_content=SLeligible,honda
Nissan Leaf Electric,85800,13380.0,14-Mar-2020,70000,3.0,https://www.sgcarmart.com/used_cars/info.php?ID=1238498&DL=2339&utm_content=SLeligible,nissan
Citroen C4 Picasso Diesel 1.6A BlueHDi,21800,9270.0,19-Sep-2016,0,2.0,https://www.sgcarmart.com/used_cars/info.php?ID=1353702&DL=4579,citroen
Hyundai Getz 1.6A 5DR (COE till 01/2027),26888,12340.0,08-Feb-2007,0,3.0,https://www.sgcarmart.com/used_cars/info.php?ID=1352939&DL=4678&utm_content=SLeligible,hyundai
Honda Vezel 1.5A X,66800,13220.0,30-Apr-2019,65197,2.0,https://www.sgcarmart.com/used_cars/info.php?ID=1349685&DL=1360,honda
Hyundai Accent 1.4A,54800,11920.0,16-Feb-2019,72355,1.0,https://www.sgcarmart.com/used_cars/info.php?ID=1344760&DL=1094&utm_content=SLeligible,hyundai
BMW 2 Series 216i Gran Tourer,67388,13970.0,28-Jun-2018,0,1.0,https://www.sgcarmart.com/used_cars/info.php?ID=1340340&DL=3451&utm_content=SLeligible,bmw
Volvo S90 T5 Momentum,99800,17570.0,29-Mar-2019,118980,1.0,https://www.sgcarmart.com/used_cars/info.php?ID=1336142&DL=1240&utm_content=SLeligible,volvo
Volkswagen Tiguan 2.0A TSI R-Line,168888,19500.0,15-Jul-2022,43088,2.0,https://www.sgcarmart.com/used_cars/info.php?ID=1323300&DL=3570&utm_content=SLeligible,volkswagen
Honda Stepwagon 1.5A Spada,155800,19480.0,31-Dec-2021,34250,2.0,https://www.sgcarmart.com/used_cars/info.php?ID=1311271&DL=3518&utm_content=SLeligible,honda
Mercedes-Benz 450SL (COE till 04/2029),59888,12400.0,30-Apr-2019,80000,4.0,https://www.sgcarmart.com/used_cars/info.php?ID=1247890&DL=3837,mercedes-benz
Mercedes-Benz E-Class E53 Coupe Mild Hybrid AMG 4MATIC,318800,,21-Mar-2023,23000,1.0,https://www.sgcarmart.com/used_cars/info.php?ID=1185541&DL=2339&utm_content=SLeligible,mercedes-benz
Renault Megane RS 1.8A TCe,150888,24890.0,06-Apr-2020,70000,1.0,https://www.sgcarmart.com/used_cars/info.php?ID=1343998&DL=3837&utm_content=SLeligible,renault
McLaren 720S,889888,98880.0,15-Jul-2021,8000,3.0,https://www.sgcarmart.com/used_cars/info.php?ID=1310080&DL=3837&utm_content=SLeligible,mclaren
Honda Civic Type-R 2.0M 3DR (COE till 02/2029),69800,16390.0,18-Dec-2009,118000,3.0,https://www.sgcarmart.com/used_cars/info.php?ID=1336070&DL=4587&utm_content=SLeligible,honda
Audi A6 Plug-in Hybrid 2.0A 50 TFSI e Quattro S-Tronic Sport,268988,23950.0,12-Sep-2024,28,1.0,https://www.sgcarmart.com/used_cars/info.php?ID=1336066&DL=4147&utm_content=SLeligible,audi
Mercedes-Benz SL-Class SL55 Cabriolet AMG 4MATIC+ Premium Plus,670000,69820.0,22-Aug-2023,2290,1.0,https://www.sgcarmart.com/used_cars/info.php?ID=1336022&DL=3003&utm_content=SLeligible,mercedes-benz
Subaru Forester 2.0i-L Sunroof,50888,12910.0,27-Apr-2018,89000,1.0,https://www.sgcarmart.com/used_cars/info.php?ID=1336019&DL=4721&utm_content=SLeligible,subaru
Mazda 6 2.0A,62800,16030.0,16-Apr-2018,46000,1.0,https://www.sgcarmart.com/used_cars/info.php?ID=1335994&DL=1016&utm_content=SLeligible,mazda
Maserati GranTurismo S 4.7A (COE till 02/2029),88800,20860.0,05-Apr-2010,127000,6.0,https://www.sgcarmart.com/used_cars/info.php?ID=1335953&DL=4385&utm_content=SLeligible,maserati
Honda Freed Hybrid 1.5A 7-Seater,157888,15440.0,16-Aug-2024,5000,1.0,https://www.sgcarmart.com/used_cars/info.php?ID=1335944&DL=3892&utm_content=SLeligible,honda
Porsche Macan S 2.9A PDK,391800,39970.0,25-Feb-2023,33000,2.0,https://www.sgcarmart.com/used_cars/info.php?ID=1335940&DL=3922&utm_content=SLeligible,porsche
Honda Fit 1.3A,81777,12870.0,25-Jan-2021,33000,1.0,https://www.sgcarmart.com/used_cars/info.php?ID=1335909&DL=2783&utm_content=SLeligible,honda
Honda Fit 1.3A GF,78777,12430.0,15-Jan-2021,46000,2.0,https://www.sgcarmart.com/used_cars/info.php?ID=1335901&DL=2783&utm_content=SLeligible,honda
BMW 3 Series 318i Shadow Edition,71777,18480.0,03-Nov-2017,98600,3.0,https://www.sgcarmart.com/used_cars/info.php?ID=1335889&DL=2783&utm_content=SLeligible,bmw
Mercedes-Benz E-Class E220d,78800,19170.0,25-Aug-2017,85000,2.0,https://www.sgcarmart.com/used_cars/info.php?ID=1335797&DL=2239&utm_content=SLeligible,mercedes-benz
Subaru Impreza 5D 1.6i-S,35800,11620.0,31-May-2017,103823,1.0,https://www.sgcarmart.com/used_cars/info.php?ID=1335781&DL=1061&utm_content=SLeligible,subaru
Mercedes-Benz 200,26800,,24-Feb-1990,0,6.0,https://www.sgcarmart.com/used_cars/info.php?ID=1335740&DL=4419,mercedes-benz
Subaru Forester 2.0i-L Sunroof,47800,12980.0,01-Feb-2018,112000,1.0,https://www.sgcarmart.com/used_cars/info.php?ID=1335737&DL=4543&utm_content=SLeligible,subaru
Renault Megane Sedan 1.2A Privilege TCe,49800,11110.0,28-Jun-2018,49000,2.0,https://www.sgcarmart.com/used_cars/info.php?ID=1335357&DL=4108&utm_content=SLeligible,renault
BMW 3 Series 328i Gran Turismo Sunroof (COE till 08/2034),143800,14770.0,21-Aug-2014,140000,5.0,https://www.sgcarmart.com/used_cars/info.php?ID=1329446&DL=1000&utm_content=SLeligible,bmw
Mercedes-Benz A-Class Saloon A35 AMG 4MATIC,250888,29570.0,21-Jun-2022,16000,1.0,https://www.sgcarmart.com/used_cars/info.php?ID=1329401&DL=1000&utm_content=SLeligible,mercedes-benz
Honda Vezel 1.5A X,21500,15220.0,07-Jan-2016,131000,2.0,https://www.sgcarmart.com/used_cars/info.php?ID=1329325&DL=1000,honda
Lexus UX Hybrid UX250h Luxury,176800,19550.0,15-Dec-2022,36000,1.0,https://www.sgcarmart.com/used_cars/info.php?ID=1329212&DL=1000&utm_content=SLeligible,lexus
Renault Megane Sedan 1.2A Privilege TCe,45800,10100.0,14-Jun-2018,112000,1.0,https://www.sgcarmart.com/used_cars/info.php?ID=1324813&DL=4618&utm_content=SLeligible,renault
Toyota Vellfire 2.5A Z,147888,25810.0,14-Aug-2019,61000,1.0,https://www.sgcarmart.com/used_cars/info.php?ID=1318492&DL=2008&utm_content=SLeligible,toyota
Mercedes-Benz CLA-Class CLA180 AMG Sport,94800,17740.0,26-Apr-2019,57630,1.0,https://www.sgcarmart.com/used_cars/info.php?ID=1315986&DL=4413&utm_content=SLeligible,mercedes-benz
Honda Vezel 1.5A X,17800,24870.0,18-Jun-2015,133000,1.0,https://www.sgcarmart.com/used_cars/info.php?ID=1315871&DL=1359,honda
Audi R8 4.2A FSI Quattro R-tronic (COE till 10/2028),123888,31580.0,30-Oct-2008,0,5.0,https://www.sgcarmart.com/used_cars/info.php?ID=1315862&DL=3324&utm_content=SLeligible,audi
Mercedes-Benz GLC-Class GLC250 Coupe AMG Line 4MATIC Premium Plus,162000,26680.0,25-Jul-2019,78000,1.0,https://www.sgcarmart.com/used_cars/info.php?ID=1315830&DL=4147&utm_content=SLeligible,mercedes-benz
Kia Cerato Forte Koup 1.6M SX Sunroof (COE till 06/2025),6000,10950.0,16-Jun-2010,210000,6.0,https://www.sgcarmart.com/used_cars/info.php?ID=1315466&DL=4709,kia
Toyota Corolla Altis 1.6A Standard,60900,14270.0,25-Jun-2018,0,2.0,https://www.sgcarmart.com/used_cars/info.php?ID=1313678&DL=1144&utm_content=SLeligible,toyota
BMW M2 Coupe,178000,35130.0,31-Oct-2018,42000,4.0,https://www.sgcarmart.com/used_cars/info.php?ID=1310074&DL=2051&utm_content=SLeligible,bmw
BMW 4 Series 435i Convertible M-Sport (COE till 05/2034),163800,17220.0,18-Jul-2014,95548,5.0,https://www.sgcarmart.com/used_cars/info.php?ID=1309189&DL=1000&utm_content=SLeligible,bmw
Audi A4 1.8A TFSI MU (COE till 10/2029),74800,15180.0,21-Jan-2010,0,6.0,https://www.sgcarmart.com/used_cars/info.php?ID=1302741&DL=3653&utm_content=SLeligible,audi
Porsche Panamera S 4.8A PDK (COE till 04/2030),92800,17110.0,06-May-2010,0,5.0,https://www.sgcarmart.com/used_cars/info.php?ID=1295368&DL=1034&utm_content=SLeligible,porsche
Toyota Camry 2.0A (COE till 02/2025),11000,,05-Feb-2010,0,2.0,https://www.sgcarmart.com/used_cars/info.php?ID=1295167&DL=1359,toyota
Bentley Continental GT Convertible 4.0A V8,880000,91620.0,17-Feb-2022,2500,1.0,https://www.sgcarmart.com/used_cars/info.php?ID=1295141&DL=4626&utm_content=SLeligible,bentley
Audi Q3 2.0A TFSI Quattro S-tronic,171800,20490.0,31-May-2022,21000,1.0,https://www.sgcarmart.com/used_cars/info.php?ID=1291902&DL=2239&utm_content=SLeligible,audi
Mazda 3 HB 1.5A Sunroof,16800,,26-Mar-2015,0,2.0,https://www.sgcarmart.com/used_cars/info.php?ID=1288247&DL=1000,mazda
Mercedes-Benz GLC-Class GLC63 S Coupe AMG 4MATIC+,397800,44180.0,26-Nov-2021,20000,1.0,https://www.sgcarmart.com/used_cars/info.php?ID=1288161&DL=2239&utm_content=SLeligible,mercedes-benz
Mercedes-Benz E-Class E200 AMG Edition E Sunroof,66800,25880.0,23-Mar-2016,116200,3.0,https://www.sgcarmart.com/used_cars/info.php?ID=1274471&DL=2244&utm_content=SLeligible,mercedes-benz
Toyota Yaris Cross Hybrid 1.5A X,136988,15650.0,30-Jun-2023,38000,1.0,https://www.sgcarmart.com/used_cars/info.php?ID=1274398&DL=3209&utm_content=SLeligible,toyota
Volkswagen Golf GTI 5DR Sunroof (COE till 02/2030),62500,11890.0,29-Oct-2010,120000,5.0,https://www.sgcarmart.com/used_cars/info.php?ID=1274378&DL=4346&utm_content=SLeligible,volkswagen
Opel Crossland 1.2A X Turbo,57800,10660.0,23-May-2019,70140,2.0,https://www.sgcarmart.com/used_cars/info.php?ID=1274262&DL=1061&utm_content=SLeligible,opel
Bentley Flying Spur 4.0A V8 S Sunroof (New 10-yr COE),308800,30860.0,11-Feb-2015,85000,2.0,https://www.sgcarmart.com/used_cars/info.php?ID=1274211&DL=3508&utm_content=SLeligible,bentley
Nissan Sylphy 1.6A,19000,10440.0,10-Dec-2015,121400,2.0,https://www.sgcarmart.com/used_cars/info.php?ID=1269851&DL=1000,nissan
Land Rover Defender 110 Mild Hybrid 3.0A P400 75th Limited Edition,429999,42300.0,26-May-2023,5500,2.0,https://www.sgcarmart.com/used_cars/info.php?ID=1269799&DL=1000&utm_content=SLeligible,land
Mazda MX-5 Miata 1.6M (COE till 03/2030),88800,16620.0,09-Apr-1992,162000,6.0,https://www.sgcarmart.com/used_cars/info.php?ID=1266245&DL=2795,mazda
Lexus LS Hybrid LS500h Luxury MR,375800,,0,44600,,https://www.sgcarmart.com/used_cars/info.php?ID=1263046&DL=1127&utm_content=SLeligible,lexus
Toyota Vellfire 2.5A Z G-Edition Moonroof (New 10-yr COE),181800,18170.0,07-Dec-2015,148223,2.0,https://www.sgcarmart.com/used_cars/info.php?ID=1258263&DL=1399&utm_content=SLeligible,toyota
